doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
415,16446179,2006,The Journal of arthroplasty,Mobility and perceived function after total knee arthroplasty.,4,0.0688611485005755,KOOS and Knee-Specific PROMs
416,16446180,2006,The Journal of arthroplasty,Lateral unicompartmental knee arthroplasty: survivorship and technical considerations at an average follow-up of 12.4 years.,81,1.0,Knee Society Score and Clinical Outcome Reporting
417,16446181,2006,The Journal of arthroplasty,The practical limitations of resurfacing hip arthroplasty.,-1,0.0249053064262864,
418,16446182,2006,The Journal of arthroplasty,Perioperative autotransfusion in total hip and knee arthroplasty.,76,1.0,Blood Loss and Transfusion Management (Hgb)
419,16446183,2006,The Journal of arthroplasty,Flexibility in administration of fondaparinux for prevention of symptomatic venous thromboembolism in orthopaedic surgery.,11,1.0,Aspirin vs Anticoagulant VTE Prophylaxis
420,16446184,2006,The Journal of arthroplasty,Predictive risk factors for stiff knees in total knee arthroplasty.,-1,0.0375335921026249,
421,16446185,2006,The Journal of arthroplasty,Intramedullary total femoral replacement for salvage of the compromised femur associated with hip and knee arthroplasty.,2,0.302347934227455,Primary Total Hip Arthroplasty Technique and Outcomes
422,16446186,2006,The Journal of arthroplasty,Anterior trochanteric slide osteotomy for primary total hip arthroplasty. Review of nonunion and complications.,-1,0.0215814442684861,
423,16446187,2006,The Journal of arthroplasty,The use of a hydroxyapatite-coated primary stem in revision total hip arthroplasty.,33,0.0989365726107604,Osteolysis and Implant Loosening
424,16950035,2006,The Journal of arthroplasty,Using intraoperative pelvic landmarks for acetabular component placement in total hip arthroplasty.,1,0.3452479146998326,Acetabular Cup Orientation and Component Positioning
425,16446188,2006,The Journal of arthroplasty,Revision total hip arthroplasty for large medial (protrusio) defects with a rim-fit cementless acetabular component.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
426,16520204,2006,The Journal of arthroplasty,Blood rheology in PCA and PCEA after total knee arthroplasty.,0,0.2384613423278776,Tranexamic Acid and Perioperative Blood Management
427,16520203,2006,The Journal of arthroplasty,Clinical and radiographic assessment of a modular cementless ingrowth femoral stem system for revision hip arthroplasty.,2,0.0852629624120644,Primary Total Hip Arthroplasty Technique and Outcomes
428,16520217,2006,The Journal of arthroplasty,Bone compaction enhances fixation of weight-bearing hydroxyapatite-coated implants.,-1,0.0340994003193143,
429,16877164,2006,The Journal of arthroplasty,Component asymmetry in simultaneous bilateral total knee arthroplasty.,-1,0.1032600029493685,
430,16877157,2006,The Journal of arthroplasty,Optimal timeframe for reporting short-term complication rates after total knee arthroplasty.,-1,0.0828444532068095,
431,16520202,2006,The Journal of arthroplasty,The influence of femoral component design in the elimination of patellar clunk in posterior-stabilized total knee arthroplasty.,-1,0.0159518425516843,
432,16877158,2006,The Journal of arthroplasty,Short-term results of primary total knee arthroplasties performed with a mini-incision or a standard incision.,50,0.129779464659127,Minimally Invasive Surgical Approaches in TJA
433,16877159,2006,The Journal of arthroplasty,The effect of sagittal laxity on function after posterior cruciate-retaining total knee replacement.,-1,0.0476140457154414,
434,16877160,2006,The Journal of arthroplasty,The diagnostic and predictive value of hip anesthetic arthrograms in selected patients before total hip arthroplasty.,9,0.1430101044772385,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
435,16877161,2006,The Journal of arthroplasty,External beam radiation helps prevent heterotopic bone formation in patients with a history of heterotopic ossification.,-1,0.0204590702750429,
436,16877162,2006,The Journal of arthroplasty,Notching of the anterior femoral cortex during total knee arthroplasty characteristics that increase local stresses.,-1,0.0255304274033772,
437,16877163,2006,The Journal of arthroplasty,Reproducibility of measurement of femoral component rotation after total knee arthroplasty using computer tomography.,1,1.0,Acetabular Cup Orientation and Component Positioning
438,16877165,2006,The Journal of arthroplasty,Clinical performance of contemporary tibial polyethylene components.,16,0.1690183016741032,Implant Retrieval and Corrosion Analysis
439,16877166,2006,The Journal of arthroplasty,Total hip arthroplasty in a patient with contralateral hemipelvectomy.,-1,0.0402251537843602,
440,16877167,2006,The Journal of arthroplasty,Early aseptic loosening of a total knee arthroplasty due to Gore-Tex particle-induced osteolysis.,-1,0.0901999252586698,
441,16950026,2006,The Journal of arthroplasty,Navigation-assisted less invasive total knee arthroplasty compared with conventional total knee arthroplasty: a randomized prospective trial.,-1,0.0574097744161089,
442,16950028,2006,The Journal of arthroplasty,The temporal progression of pelvic osteolysis after uncemented total hip arthroplasty.,-1,0.022657040193121,
443,16950027,2006,The Journal of arthroplasty,Durability of implant fixation after less-invasive total hip arthroplasty.,14,0.0391765761585472,THA Survivorship and Long-Term Aseptic Loosening
444,16950029,2006,The Journal of arthroplasty,Sciatic nerve palsy after primary total hip arthroplasty: a new perspective.,31,1.0,Hip-Spine Syndrome and Lumbar Fusion After THA
445,16520201,2006,The Journal of arthroplasty,The effect of distal femoral resection on passive knee extension in posterior cruciate ligament-retaining total knee arthroplasty.,8,0.2695568141193588,"Knee Kinematics, Gap Balancing, and ROM"
446,16520200,2006,The Journal of arthroplasty,Prevalence of infection in bilateral total hip arthroplasty: a comparison of single-stage 565 bilateral procedures performed with 1 or 2 sets of instruments.,-1,0.0226646866342669,
447,16520199,2006,The Journal of arthroplasty,Minimally invasive surgery vs conventional exposure using the Miller-Galante unicompartmental knee arthroplasty: a randomized radiostereometric study.,-1,0.1380622690831172,
448,16446201,2006,The Journal of arthroplasty,Fractures of cementless thin-walled cups.,18,0.5655511399558989,Polyethylene Liner Performance
449,16446200,2006,The Journal of arthroplasty,Cement venogram--a risk of satisfactory cement pressurization.,-1,0.1057645207160196,
450,16520212,2006,The Journal of arthroplasty,Lateral trochanteric pain following primary total hip arthroplasty.,-1,0.0309916464802252,
451,16781412,2006,The Journal of arthroplasty,Component exchange in treatment of periprosthetic femoral fractures.,2,0.2854523839237609,Primary Total Hip Arthroplasty Technique and Outcomes
452,16950034,2006,The Journal of arthroplasty,Magnetic resonance imaging with metal suppression for evaluation of periprosthetic osteolysis after total knee arthroplasty.,-1,0.0169287018459514,
453,16950032,2006,The Journal of arthroplasty,Prospective analysis of a novel long-acting oral opioid analgesic regimen for pain control after total hip and knee arthroplasty.,0,0.4250368360576006,Tranexamic Acid and Perioperative Blood Management
454,16950031,2006,The Journal of arthroplasty,The effect of posterior tibial slope on range of motion after total knee arthroplasty.,56,0.1175211184733146,Tibial Mechanical Axis and Varus-Valgus Alignment
455,16950030,2006,The Journal of arthroplasty,Ten-year survival and clinical results of constrained components in primary total knee arthroplasty.,-1,0.0164953996867708,
456,16877156,2006,The Journal of arthroplasty,The use of an articulating spacer in the management of infected total knee arthroplasties.,2,0.2093622731606058,Primary Total Hip Arthroplasty Technique and Outcomes
457,17197311,2007,The Journal of arthroplasty,Cementless two-stage exchange arthroplasty for infection after total hip arthroplasty.,-1,0.0249526963477729,
458,17197312,2007,The Journal of arthroplasty,Ultimate outcome in immediate postoperative total hip arthroplasty instability.,-1,0.1299228391358196,
459,17197310,2007,The Journal of arthroplasty,The effects of a prospective case payment system on hospital charges for total hip arthroplasty in Taiwan.,15,1.0,Medicare Reimbursement and Bundled Payments
460,17197309,2007,The Journal of arthroplasty,Tight fit technique in primary hybrid total hip arthroplasty for patients with hip dysplasia.,-1,0.1830872633990567,
461,17197308,2007,The Journal of arthroplasty,Comparison of the 2-incision and mini-incision posterior total hip arthroplasty technique: a retrospective match-pair controlled study.,50,1.0,Minimally Invasive Surgical Approaches in TJA
462,17197313,2007,The Journal of arthroplasty,Strength and voluntary activation of quadriceps femoris muscle in total knee arthroplasty with midvastus and subvastus approaches.,30,0.1040690501046381,Unicompartmental Knee Arthroplasty Functional Outcomes
463,17275631,2007,The Journal of arthroplasty,Cementless alumina-on-alumina total hip arthroplasty in patients younger than 50 years: a 5-year minimum follow-up study.,12,1.0,Ceramic-on-Ceramic Bearings and Fracture
464,17197306,2007,The Journal of arthroplasty,Results on total hip arthroplasties with femoral shortening for Crowe's group IV dislocated hips.,12,0.2464268714856357,Ceramic-on-Ceramic Bearings and Fracture
465,17197305,2007,The Journal of arthroplasty,"Porous tantalum implant in early osteonecrosis of the hip: preliminary report on operative, survival, and outcomes results.",2,0.0711416679496187,Primary Total Hip Arthroplasty Technique and Outcomes
466,17197304,2007,The Journal of arthroplasty,"Minimal incision protocols for anesthesia, pain management, and physical therapy with standard incisions in hip and knee arthroplasties: the effect on early outcomes.",34,1.0,"Opioid Use, Prescription Patterns, and Stewardship"
467,17197314,2007,The Journal of arthroplasty,Graft incorporation after acetabular and femoral impaction grafting with washed irradiated allograft and autologous marrow.,2,0.2122245751096608,Primary Total Hip Arthroplasty Technique and Outcomes
468,17570275,2007,The Journal of arthroplasty,A stepwise approach to revision total knee arthroplasty.,21,0.0700554790538406,Adverse Local Tissue Reactions and Implant Corrosion
469,17197302,2007,The Journal of arthroplasty,Clinical experience using a minimally invasive surgical approach for total knee arthroplasty: early results of a prospective randomized study compared to a standard approach.,50,1.0,Minimally Invasive Surgical Approaches in TJA
470,17197307,2007,The Journal of arthroplasty,Activity level in young patients with primary total hip arthroplasty: a 5-year minimum follow-up.,-1,0.0137840319917408,
471,17275633,2007,The Journal of arthroplasty,The mid-term results of a dual offset uncemented stem for total hip arthroplasty.,-1,0.1232154724082187,
472,17275629,2007,The Journal of arthroplasty,Return to athletic activity after total hip arthroplasty. Consensus guidelines based on a survey of the Hip Society and American Association of Hip and Knee Surgeons.,22,0.6125605935931759,AAHKS Member Survey Studies
473,17197317,2007,The Journal of arthroplasty,The role of cement viscosity on cement-bone apposition and strength: an in vitro model with medullary bleeding.,24,0.1878332856184344,Biomechanical Testing and Implant Stability
474,17197318,2007,The Journal of arthroplasty,In vivo sagittal plane kinematics of the Avon patellofemoral arthroplasty.,8,1.0,"Knee Kinematics, Gap Balancing, and ROM"
475,17197319,2007,The Journal of arthroplasty,Neurovascular injuries in acetabular reconstruction cage surgery: an anatomical study.,-1,0.1471218002548685,
